kind,stage,layer,count,minimum,maximum,smallest_nonzero,spacing_in_sample,int8_scale,int16_scale,int8_relative_rmse,int16_relative_rmse,fp16_out_of_range_percent,fp8_e4m3_out_of_range_percent,fp8_e5m2_out_of_range_percent,plot
weights,end,layer3.1.conv2,589824,-0.14862181,0.15907812,5.094775268332796e-09,4.656612873077393e-10,0.0012525836,4.8548272e-06,0.012103655,4.6694644e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_1_conv2.png
weights,end,layer3.1.bn2,256,0.9709411,1.1294222,0.9709411263465881,5.960464477539062e-07,0.008893088,3.446828e-05,0.0025060195,9.685468e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_1_bn2.png
bias,end,layer3.1.bn2,256,-0.07239707,0.021127881,4.425262886798009e-05,3.2614916563034058e-06,0.0005700557,2.2094507e-06,0.0066617317,2.6939399e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer3_1_bn2.png
weights,end,layer4.0.conv1,1179648,-0.09900459,0.107938774,2.5508347434310963e-08,4.656612873077393e-10,0.0008499116,3.2941305e-06,0.01148528,4.4540346e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_0_conv1.png
weights,end,layer4.0.bn1,512,0.98233134,1.0335946,0.9823313355445862,2.384185791015625e-07,0.00813854,3.154377e-05,0.0023864922,8.851998e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_0_bn1.png
bias,end,layer4.0.bn1,512,-0.06620774,0.019437874,2.3310649339691736e-05,1.0244548320770264e-07,0.00052132073,2.0205614e-06,0.00757242,2.8529197e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer4_0_bn1.png
weights,end,layer4.0.conv2,2359296,-0.10117188,0.106878355,4.913950579776838e-09,4.656612873077393e-10,0.0008415619,3.2617681e-06,0.011427799,4.3972897e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_0_conv2.png
weights,end,layer4.0.bn2,512,0.81341684,1.092356,0.8134168386459351,7.152557373046875e-07,0.008601228,3.3337077e-05,0.002573184,9.894214e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_0_bn2.png
bias,end,layer4.0.bn2,512,-0.19830215,0.43700305,0.0007907325052656233,3.2782554626464844e-07,0.003440969,1.3336682e-05,0.010389802,4.149476e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer4_0_bn2.png
weights,end,layer4.0.downsample.0,131072,-0.2814722,0.33694023,1.581352876200981e-06,2.3283064365386963e-10,0.0026530726,1.02829135e-05,0.012052958,4.6683585e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_0_downsample_0.png
weights,end,layer4.0.downsample.1,512,0.8481497,1.3076833,0.8481497168540955,3.5762786865234375e-07,0.010296719,3.9908547e-05,0.0030229436,1.1723141e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_0_downsample_1.png
bias,end,layer4.0.downsample.1,512,-0.19830215,0.43700305,0.0007907325052656233,3.2782554626464844e-07,0.003440969,1.3336682e-05,0.010389802,4.149476e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer4_0_downsample_1.png
weights,end,layer4.1.conv1,2359296,-0.10727966,0.10651719,3.393081726699165e-08,1.1641532182693481e-10,0.00084472174,3.2740152e-06,0.01157025,4.5045985e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_1_conv1.png
weights,end,layer4.1.bn1,512,0.9796167,1.0308934,0.9796167016029358,1.1920928955078125e-07,0.008117272,3.146133e-05,0.0022391726,9.234371e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_1_bn1.png
bias,end,layer4.1.bn1,512,-0.056263752,0.012113337,6.426837353501469e-05,1.6205012798309326e-07,0.00044302168,1.7170859e-06,0.005413023,1.9761601e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer4_1_bn1.png
weights,end,layer4.1.conv2,2359296,-0.10248486,0.10700503,1.9505748127812694e-08,4.656612873077393e-10,0.00084255927,3.265634e-06,0.011430011,4.4556633e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_1_conv2.png
weights,end,layer4.1.bn2,512,0.83791006,1.02496,0.8379100561141968,3.5762786865234375e-07,0.008070552,3.128025e-05,0.0024929913,9.732714e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer4_1_bn2.png
bias,end,layer4.1.bn2,512,-0.3726561,0.18374172,0.0004082634986843914,2.980232238769531e-07,0.0029343,1.1372909e-05,0.0046388316,1.7835293e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer4_1_bn2.png
weights,end,fc,5120,-0.60310394,0.57388276,7.064729288686067e-06,1.3969838619232178e-09,0.0047488497,1.8405834e-05,0.017020581,6.494128e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_fc.png
bias,end,fc,10,-0.56047755,1.0217758,0.11530689895153046,0.019270822405815125,0.008045479,3.1183077e-05,0.005421888,1.915865e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_fc.png
